study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	bam_ftp
PRJEB9586	SAMEA3302831	ERX1418171	ERR1347724	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/004/ERR1347724/ERR1347724_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/004/ERR1347724/ERR1347724_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347724/LP6005443-DNA_F03_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347724/LP6005443-DNA_F03_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/004/ERR1347724	
PRJEB9586	SAMEA3302721	ERX1418175	ERR1347728	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/008/ERR1347728/ERR1347728_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/008/ERR1347728/ERR1347728_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347728/LP6005443-DNA_F08_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347728/LP6005443-DNA_F08_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/008/ERR1347728	
PRJEB9586	SAMEA3302723	ERX1418177	ERR1347730	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/000/ERR1347730/ERR1347730_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/000/ERR1347730/ERR1347730_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347730/LP6005443-DNA_F11_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347730/LP6005443-DNA_F11_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/000/ERR1347730	
PRJEB9586	SAMEA3302787	ERX1418178	ERR1347731	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/001/ERR1347731/ERR1347731_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/001/ERR1347731/ERR1347731_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347731/LP6005443-DNA_G01_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347731/LP6005443-DNA_G01_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/001/ERR1347731	
PRJEB9586	SAMEA3302623	ERX1418182	ERR1347735	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/005/ERR1347735/ERR1347735_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/005/ERR1347735/ERR1347735_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347735/LP6005443-DNA_G05_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347735/LP6005443-DNA_G05_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/005/ERR1347735	
PRJEB9586	SAMEA3302622	ERX1418183	ERR1347736	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/006/ERR1347736/ERR1347736_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/006/ERR1347736/ERR1347736_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347736/LP6005443-DNA_G07_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347736/LP6005443-DNA_G07_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/006/ERR1347736	
PRJEB9586	SAMEA3302909	ERX1418186	ERR1347739	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/009/ERR1347739/ERR1347739_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/009/ERR1347739/ERR1347739_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347739/LP6005443-DNA_H01_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347739/LP6005443-DNA_H01_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR134/009/ERR1347739	
PRJEB9586	SAMEA3302784	ERX1462674	ERR1395547	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/007/ERR1395547/ERR1395547_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/007/ERR1395547/ERR1395547_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395547/LP6005519-DNA_D01_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395547/LP6005519-DNA_D01_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR139/007/ERR1395547	
PRJEB9586	SAMEA3302788	ERX1462683	ERR1395556	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/006/ERR1395556/ERR1395556_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/006/ERR1395556/ERR1395556_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395556/LP6005519-DNA_F04_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395556/LP6005519-DNA_F04_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR139/006/ERR1395556	
PRJEB9586	SAMEA3302829	ERX1462686	ERR1395559	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/009/ERR1395559/ERR1395559_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/009/ERR1395559/ERR1395559_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395559/LP6005519-DNA_G03_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395559/LP6005519-DNA_G03_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR139/009/ERR1395559	
PRJEB9586	SAMEA3302834	ERX1462687	ERR1395560	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/000/ERR1395560/ERR1395560_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/000/ERR1395560/ERR1395560_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395560/LP6005519-DNA_G04_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395560/LP6005519-DNA_G04_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR139/000/ERR1395560	
PRJEB9586	SAMEA3302645	ERX1462688	ERR1395561	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/001/ERR1395561/ERR1395561_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/001/ERR1395561/ERR1395561_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395561/LP6005519-DNA_H03_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395561/LP6005519-DNA_H03_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR139/001/ERR1395561	
PRJEB9586	SAMEA3302803	ERX1462689	ERR1395562	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/002/ERR1395562/ERR1395562_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/002/ERR1395562/ERR1395562_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395562/LP6005519-DNA_H04_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395562/LP6005519-DNA_H04_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR139/002/ERR1395562	
PRJEB9586	SAMEA3302747	ERX1462703	ERR1395576	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/006/ERR1395576/ERR1395576_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/006/ERR1395576/ERR1395576_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395576/LP6005592-DNA_F01_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395576/LP6005592-DNA_F01_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR139/006/ERR1395576	
PRJEB9586	SAMEA3302809	ERX1462711	ERR1395584	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/004/ERR1395584/ERR1395584_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/004/ERR1395584/ERR1395584_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395584/LP6005677-DNA_A03_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395584/LP6005677-DNA_A03_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR139/004/ERR1395584	
PRJEB9586	SAMEA3302717	ERX1462713	ERR1395586	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/006/ERR1395586/ERR1395586_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/006/ERR1395586/ERR1395586_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395586/LP6005677-DNA_B02_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395586/LP6005677-DNA_B02_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR139/006/ERR1395586	
PRJEB9586	SAMEA3302750	ERX1462714	ERR1395587	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/007/ERR1395587/ERR1395587_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/007/ERR1395587/ERR1395587_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395587/LP6005677-DNA_C03_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395587/LP6005677-DNA_C03_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR139/007/ERR1395587	
PRJEB9586	SAMEA3302833	ERX1462721	ERR1395594	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/004/ERR1395594/ERR1395594_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/004/ERR1395594/ERR1395594_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395594/SS6004471_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395594/SS6004471_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR139/004/ERR1395594	
PRJEB9586	SAMEA3302902	ERX1462726	ERR1395599	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/009/ERR1395599/ERR1395599_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/009/ERR1395599/ERR1395599_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395599/SS6004476_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395599/SS6004476_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR139/009/ERR1395599	
PRJEB9586	SAMEA3302844	ERX1462731	ERR1395604	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/004/ERR1395604/ERR1395604_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/004/ERR1395604/ERR1395604_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395604/LP6005443-DNA_H05_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395604/LP6005443-DNA_H05_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR139/004/ERR1395604	
PRJEB9586	SAMEA3302692	ERX1462737	ERR1395610	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/000/ERR1395610/ERR1395610_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/000/ERR1395610/ERR1395610_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395610/LP6005519-DNA_A06_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395610/LP6005519-DNA_A06_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR139/000/ERR1395610	
PRJEB9586	SAMEA3302767	ERX1462739	ERR1395612	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/002/ERR1395612/ERR1395612_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/002/ERR1395612/ERR1395612_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395612/LP6005519-DNA_B05_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395612/LP6005519-DNA_B05_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR139/002/ERR1395612	
PRJEB9586	SAMEA3302895	ERX1462740	ERR1395613	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/003/ERR1395613/ERR1395613_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/003/ERR1395613/ERR1395613_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395613/LP6005519-DNA_B06_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395613/LP6005519-DNA_B06_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR139/003/ERR1395613	
PRJEB9586	SAMEA3302740	ERX1462742	ERR1395615	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/005/ERR1395615/ERR1395615_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/005/ERR1395615/ERR1395615_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395615/LP6005519-DNA_C04_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395615/LP6005519-DNA_C04_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR139/005/ERR1395615	
PRJEB9586	SAMEA3302851	ERX1462743	ERR1395616	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/006/ERR1395616/ERR1395616_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/006/ERR1395616/ERR1395616_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395616/LP6005592-DNA_D01_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395616/LP6005592-DNA_D01_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR139/006/ERR1395616	
PRJEB9586	SAMEA3302625	ERX1462744	ERR1395617	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/007/ERR1395617/ERR1395617_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/007/ERR1395617/ERR1395617_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395617/LP6007068-DNA_A01_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395617/LP6007068-DNA_A01_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR139/007/ERR1395617	
PRJEB9586	SAMEA3302712	ERX1462746	ERR1395619	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/009/ERR1395619/ERR1395619_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/009/ERR1395619/ERR1395619_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395619/SS6004468_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395619/SS6004468_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR139/009/ERR1395619	
PRJEB9586	SAMEA3302705	ERX1462747	ERR1395620	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/000/ERR1395620/ERR1395620_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/000/ERR1395620/ERR1395620_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395620/LP6005592-DNA_E01_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395620/LP6005592-DNA_E01_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR139/000/ERR1395620	
PRJEB9586	SAMEA3302757	ERX1462749	ERR1395622	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/002/ERR1395622/ERR1395622_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/002/ERR1395622/ERR1395622_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395622/LP6005677-DNA_D01_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395622/LP6005677-DNA_D01_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR139/002/ERR1395622	
PRJEB9586	SAMEA3302619	ERX1098006	ERR1419090	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/000/ERR1419090/ERR1419090_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/000/ERR1419090/ERR1419090_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419090/LP6005441-DNA_A04_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419090/LP6005441-DNA_A04_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR141/000/ERR1419090	
PRJEB9586	SAMEA3302776	ERX1097979	ERR1419094	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/004/ERR1419094/ERR1419094_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/004/ERR1419094/ERR1419094_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419094/LP6005441-DNA_A09_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419094/LP6005441-DNA_A09_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR141/004/ERR1419094	
PRJEB9586	SAMEA3302892	ERX1097980	ERR1419095	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/005/ERR1419095/ERR1419095_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/005/ERR1419095/ERR1419095_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419095/LP6005441-DNA_A10_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419095/LP6005441-DNA_A10_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR141/005/ERR1419095	
PRJEB9586	SAMEA3302682	ERX1098016	ERR1419096	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/006/ERR1419096/ERR1419096_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/006/ERR1419096/ERR1419096_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419096/LP6005441-DNA_A11_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419096/LP6005441-DNA_A11_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR141/006/ERR1419096	
PRJEB9586	SAMEA3302728	ERX1097982	ERR1419098	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/008/ERR1419098/ERR1419098_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/008/ERR1419098/ERR1419098_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419098/LP6005441-DNA_B01_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419098/LP6005441-DNA_B01_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR141/008/ERR1419098	
PRJEB9586	SAMEA3302900	ERX1098015	ERR1419108	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/008/ERR1419108/ERR1419108_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/008/ERR1419108/ERR1419108_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419108/LP6005441-DNA_B11_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419108/LP6005441-DNA_B11_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR141/008/ERR1419108	
PRJEB9586	SAMEA3449877	ERX1098021	ERR1419110	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/000/ERR1419110/ERR1419110_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/000/ERR1419110/ERR1419110_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419110/LP6005441-DNA_C01_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419110/LP6005441-DNA_C01_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR141/000/ERR1419110	
PRJEB9586	SAMEA3302771	ERX1097998	ERR1419115	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/005/ERR1419115/ERR1419115_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/005/ERR1419115/ERR1419115_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419115/LP6005441-DNA_C07_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419115/LP6005441-DNA_C07_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR141/005/ERR1419115	
PRJEB9586	SAMEA3302667	ERX1098002	ERR1419117	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/007/ERR1419117/ERR1419117_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/007/ERR1419117/ERR1419117_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419117/LP6005441-DNA_C09_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419117/LP6005441-DNA_C09_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR141/007/ERR1419117	
PRJEB9586	SAMEA3302903	ERX1097986	ERR1419121	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/001/ERR1419121/ERR1419121_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/001/ERR1419121/ERR1419121_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419121/LP6005441-DNA_D02_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419121/LP6005441-DNA_D02_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR141/001/ERR1419121	
PRJEB9586	SAMEA3302782	ERX1097990	ERR1419122	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/002/ERR1419122/ERR1419122_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/002/ERR1419122/ERR1419122_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419122/LP6005441-DNA_D03_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419122/LP6005441-DNA_D03_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR141/002/ERR1419122	
PRJEB9586	SAMEA3302785	ERX1098013	ERR1419123	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/003/ERR1419123/ERR1419123_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/003/ERR1419123/ERR1419123_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419123/LP6005441-DNA_D04_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419123/LP6005441-DNA_D04_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR141/003/ERR1419123	
PRJEB9586	SAMEA3302639	ERX1098005	ERR1419129	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/009/ERR1419129/ERR1419129_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/009/ERR1419129/ERR1419129_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419129/LP6005441-DNA_D10_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419129/LP6005441-DNA_D10_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR141/009/ERR1419129	
PRJEB9586	SAMEA3302753	ERX1097974	ERR1019034	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/004/ERR1019034/ERR1019034_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/004/ERR1019034/ERR1019034_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1019034/LP6005442-DNA_F02.bam		
PRJEB9586	SAMEA3302890	ERX1097975	ERR1019035	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/005/ERR1019035/ERR1019035_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/005/ERR1019035/ERR1019035_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1019035/LP6005441-DNA_D01.bam		
PRJEB9586	SAMEA3302813	ERX1098009	ERR1419130	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/000/ERR1419130/ERR1419130_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/000/ERR1419130/ERR1419130_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419130/LP6005441-DNA_D11_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419130/LP6005441-DNA_D11_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR141/000/ERR1419130	
PRJEB9586	SAMEA3302824	ERX1098012	ERR1419131	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/001/ERR1419131/ERR1419131_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/001/ERR1419131/ERR1419131_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419131/LP6005441-DNA_D12_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419131/LP6005441-DNA_D12_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR141/001/ERR1419131	
