Sample Name	Site	Country	Extract	Library	Library number	Extract used [µl]	USER enzyme treatment	Library parallel number	Primer concentration [nM each]	PCR Cycles	Sequencing pool (= 1 lane)	Sequencing type and length
BAR25	Barcın	Turkey	SE3_BAR25_1_EDTA1	SL9	SL9_4	16.25	yes	SL9_4_2	200	12	HiSeq_43_LW	SE. 100 cycles
BAR25	Barcın	Turkey	SE3_BAR25_1_EDTA1	SL9	SL9_4	16.25	yes	SL9_4_3	200	12	HiSeq_43_LW	SE. 100 cycles
BAR25	Barcın	Turkey	SE3_BAR25_1_EDTA1	SL9	SL9_4	16.25	yes	SL9_4_4	200	12	HiSeq_43_LW	SE. 100 cycles
BAR25	Barcın	Turkey	SE3_BAR25_1_EDTA1	SL9	SL9_4	16.25	yes	SL9_4_5	200	12	HiSeq_43_LW	SE. 100 cycles
BAR25	Barcın	Turkey	SE3_BAR25_1_EDTA1	SL9	SL9_4	16.25	yes	SL9_4_6	200	12	HiSeq_43_LW	SE. 100 cycles
BAR25	Barcın	Turkey	SE3_BAR25_1_EDTA1	SL9	SL9_4	16.25	yes	SL9_4_7	200	12	HiSeq_41_LW	SE. 100 cycles
BAR25	Barcın	Turkey	SE3_BAR25_1_EDTA1	SL9	SL9_4	16.25	yes	SL9_4_8	200	12	HiSeq_43_LW	SE. 100 cycles
BAR25	Barcın	Turkey	SE3_BAR25_1_EDTA1	SL9	SL9_4	16.25	yes	SL9_4_9	200	12	HiSeq_43_LW	SE. 100 cycles
BAR25	Barcın	Turkey	SE3_BAR25_1_EDTA2	SL9	SL9_3	16.25	yes	SL9_3_1	200	12	HiSeq_42_LW	SE. 100 cycles
BAR25	Barcın	Turkey	SE3_BAR25_1_EDTA2	SL9	SL9_3	16.25	yes	SL9_3_10	160	12	HiSeq_42_LW	SE. 100 cycles
BAR25	Barcın	Turkey	SE3_BAR25_1_EDTA2	SL9	SL9_3	16.25	yes	SL9_3_11	160	12	HiSeq_42_LW	SE. 100 cycles
BAR25	Barcın	Turkey	SE3_BAR25_1_EDTA2	SL9	SL9_3	16.25	yes	SL9_3_12	160	12	HiSeq_42_LW	SE. 100 cycles
BAR25	Barcın	Turkey	SE3_BAR25_1_EDTA2	SL9	SL9_3	16.25	yes	SL9_3_13	160	12	HiSeq_42_LW	SE. 100 cycles
BAR25	Barcın	Turkey	SE3_BAR25_1_EDTA2	SL9	SL9_3	16.25	yes	SL9_3_2	160	12	HiSeq_42_LW	SE. 100 cycles
BAR25	Barcın	Turkey	SE3_BAR25_1_EDTA2	SL9	SL9_3	16.25	yes	SL9_3_3	160	12	HiSeq_42_LW	SE. 100 cycles
BAR25	Barcın	Turkey	SE3_BAR25_1_EDTA2	SL9	SL9_3	16.25	yes	SL9_3_4	160	12	HiSeq_42_LW	SE. 100 cycles
BAR25	Barcın	Turkey	SE3_BAR25_1_EDTA2	SL9	SL9_3	16.25	yes	SL9_3_5	160	12	HiSeq_42_LW	SE. 100 cycles
BAR25	Barcın	Turkey	SE3_BAR25_1_EDTA2	SL9	SL9_3	16.25	yes	SL9_3_6	160	12	HiSeq_42_LW	SE. 100 cycles
BAR25	Barcın	Turkey	SE3_BAR25_1_EDTA2	SL9	SL9_3	16.25	yes	SL9_3_7	160	12	HiSeq_42_LW	SE. 100 cycles
BAR25	Barcın	Turkey	SE3_BAR25_1_EDTA2	SL9	SL9_3	16.25	yes	SL9_3_8	160	12	HiSeq_43_LW	SE. 100 cycles
BAR25	Barcın	Turkey	SE3_BAR25_1_EDTA2	SL9	SL9_3	16.25	yes	SL9_3_9	160	12	HiSeq_42_LW	SE. 100 cycles
BAR25	Barcın	Turkey	SE3_BAR25_1_EXT1	SL9	SL9_2	16.25	yes	SL9_2_1	200	12	HiSeq_43_LW	SE. 100 cycles
BAR25	Barcın	Turkey	SE3_BAR25_1_EXT1	SL9	SL9_2	16.25	yes	SL9_2_2	200	11	HiSeq_41_LW	SE. 100 cycles
BAR25	Barcın	Turkey	SE3_BAR25_1_EXT1	SL9	SL9_2	16.25	yes	SL9_2_3	200	11	HiSeq_41_LW	SE. 100 cycles
BAR25	Barcın	Turkey	SE3_BAR25_1_EXT1	SL9	SL9_2	16.25	yes	SL9_2_4	200	11	HiSeq_41_LW	SE. 100 cycles
BAR25	Barcın	Turkey	SE3_BAR25_1_EXT1	SL9	SL9_2	16.25	yes	SL9_2_5	200	11	HiSeq_41_LW	SE. 100 cycles
BAR25	Barcın	Turkey	SE3_BAR25_1_EXT1	SL9	SL9_2	16.25	yes	SL9_2_6	200	11	HiSeq_41_LW	SE. 100 cycles
BAR25	Barcın	Turkey	SE3_BAR25_1_EXT1	SL9	SL9_2	16.25	yes	SL9_2_7	200	11	HiSeq_41_LW	SE. 100 cycles
BAR25	Barcın	Turkey	SE3_BAR25_1_EXT1	SL9	SL9_2	16.25	yes	SL9_2_8	200	11	HiSeq_41_LW	SE. 100 cycles
BAR25	Barcın	Turkey	SE3_BAR25_1_EXT1	SL9	SL9_2	16.25	yes	SL9_2_9	200	11	HiSeq_41_LW	SE. 100 cycles
Dil16	Dillingen-Steinheim	Germany	SE2_Dil16_EDTA2	SL11	SL11_5	16.25	yes	SL11_5_1	200	11	HiSeq_50_LW	SE. 100 cycles
Dil16	Dillingen-Steinheim	Germany	SE2_Dil16_EDTA2	SL11	SL11_5	16.25	yes	SL11_5_10	200	11	HiSeq_50_LW	SE. 100 cycles
Dil16	Dillingen-Steinheim	Germany	SE2_Dil16_EDTA2	SL11	SL11_5	16.25	yes	SL11_5_13	200	11	HiSeq_50_LW	SE. 100 cycles
Dil16	Dillingen-Steinheim	Germany	SE2_Dil16_EDTA2	SL11	SL11_5	16.25	yes	SL11_5_2	200	11	HiSeq_49_LW	SE. 100 cycles
Dil16	Dillingen-Steinheim	Germany	SE2_Dil16_EDTA2	SL11	SL11_5	16.25	yes	SL11_5_3	200	11	HiSeq_49_LW	SE. 100 cycles
Dil16	Dillingen-Steinheim	Germany	SE2_Dil16_EDTA2	SL11	SL11_5	16.25	yes	SL11_5_4	200	11	HiSeq_49_LW	SE. 100 cycles
Dil16	Dillingen-Steinheim	Germany	SE2_Dil16_EDTA2	SL11	SL11_5	16.25	yes	SL11_5_7	200	11	HiSeq_50_LW	SE. 100 cycles
Dil16	Dillingen-Steinheim	Germany	SE2_Dil16_EDTA2	SL11	SL11_5	16.25	yes	SL11_5_8	200	11	HiSeq_50_LW	SE. 100 cycles
Dil16	Dillingen-Steinheim	Germany	SE2_Dil16_EDTA2	SL11	SL11_5	16.25	yes	SL11_5_9	200	11	HiSeq_50_LW	SE. 100 cycles
Dil16	Dillingen-Steinheim	Germany	SE2_Dil16_EXT1	SL7	SL7_11	16.25	yes	SL7_11_1	200	11	HiSeq_39_LW	SE. 100 cycles
Dil16	Dillingen-Steinheim	Germany	SE2_Dil16_EXT1	SL7	SL7_11	16.25	yes	SL7_11_10	200	11	HiSeq_39_LW	SE. 100 cycles
Dil16	Dillingen-Steinheim	Germany	SE2_Dil16_EXT1	SL7	SL7_11	16.25	yes	SL7_11_11	200	11	HiSeq_39_LW	SE. 100 cycles
Dil16	Dillingen-Steinheim	Germany	SE2_Dil16_EXT1	SL7	SL7_11	16.25	yes	SL7_11_12	200	11	HiSeq_39_LW	SE. 100 cycles
Dil16	Dillingen-Steinheim	Germany	SE2_Dil16_EXT1	SL7	SL7_11	16.25	yes	SL7_11_13	200	11	HiSeq_39_LW	SE. 100 cycles
Dil16	Dillingen-Steinheim	Germany	SE2_Dil16_EXT1	SL7	SL7_11	16.25	yes	SL7_11_2	200	11	HiSeq_39_LW	SE. 100 cycles
Dil16	Dillingen-Steinheim	Germany	SE2_Dil16_EXT1	SL7	SL7_11	16.25	yes	SL7_11_3	200	11	HiSeq_39_LW	SE. 100 cycles
Dil16	Dillingen-Steinheim	Germany	SE2_Dil16_EXT1	SL7	SL7_11	16.25	yes	SL7_11_4	200	11	HiSeq_39_LW	SE. 100 cycles
Dil16	Dillingen-Steinheim	Germany	SE2_Dil16_EXT1	SL7	SL7_11	16.25	yes	SL7_11_5	200	11	HiSeq_39_LW	SE. 100 cycles
Dil16	Dillingen-Steinheim	Germany	SE2_Dil16_EXT1	SL7	SL7_11	16.25	yes	SL7_11_6	200	11	HiSeq_39_LW	SE. 100 cycles
Dil16	Dillingen-Steinheim	Germany	SE2_Dil16_EXT1	SL7	SL7_11	16.25	yes	SL7_11_7	200	11	HiSeq_39_LW	SE. 100 cycles
Dil16	Dillingen-Steinheim	Germany	SE2_Dil16_EXT1	SL7	SL7_11	16.25	yes	SL7_11_8	200	11	HiSeq_39_LW	SE. 100 cycles
Dil16	Dillingen-Steinheim	Germany	SE2_Dil16_EXT1	SL7	SL7_11	16.25	yes	SL7_11_9	200	11	HiSeq_39_LW	SE. 100 cycles
Dil16	Dillingen-Steinheim	Germany	SE3_Dil16_EDTA2	SL9	SL9_7	16.25	yes	SL9_7_13	200	11	HiSeq_49_LW	SE. 100 cycles
Dil16	Dillingen-Steinheim	Germany	SE3_Dil16_EXT1	SL11	SL11_4	16.25	yes	SL11_4_1	200	11	HiSeq_49_LW	SE. 100 cycles
Dil16	Dillingen-Steinheim	Germany	SE3_Dil16_EXT1	SL11	SL11_4	16.25	yes	SL11_4_10	200	11	HiSeq_49_LW	SE. 100 cycles
Dil16	Dillingen-Steinheim	Germany	SE3_Dil16_EXT1	SL11	SL11_4	16.25	yes	SL11_4_11	200	11	HiSeq_49_LW	SE. 100 cycles
Dil16	Dillingen-Steinheim	Germany	SE3_Dil16_EXT1	SL11	SL11_4	16.25	yes	SL11_4_12	200	11	HiSeq_49_LW	SE. 100 cycles
Dil16	Dillingen-Steinheim	Germany	SE3_Dil16_EXT1	SL11	SL11_4	16.25	yes	SL11_4_13	200	11	HiSeq_49_LW	SE. 100 cycles
Dil16	Dillingen-Steinheim	Germany	SE3_Dil16_EXT1	SL11	SL11_4	16.25	yes	SL11_4_2	200	11	HiSeq_49_LW	SE. 100 cycles
Dil16	Dillingen-Steinheim	Germany	SE3_Dil16_EXT1	SL11	SL11_4	16.25	yes	SL11_4_3	200	11	HiSeq_49_LW	SE. 100 cycles
Dil16	Dillingen-Steinheim	Germany	SE3_Dil16_EXT1	SL11	SL11_4	16.25	yes	SL11_4_4	200	11	HiSeq_49_LW	SE. 100 cycles
Dil16	Dillingen-Steinheim	Germany	SE3_Dil16_EXT1	SL11	SL11_4	16.25	yes	SL11_4_5	200	11	HiSeq_49_LW	SE. 100 cycles
Dil16	Dillingen-Steinheim	Germany	SE3_Dil16_EXT1	SL11	SL11_4	16.25	yes	SL11_4_6	200	11	HiSeq_49_LW	SE. 100 cycles
Dil16	Dillingen-Steinheim	Germany	SE3_Dil16_EXT1	SL11	SL11_4	16.25	yes	SL11_4_7	200	11	HiSeq_50_LW	SE. 100 cycles
Dil16	Dillingen-Steinheim	Germany	SE3_Dil16_EXT1	SL11	SL11_4	16.25	yes	SL11_4_8	200	11	HiSeq_49_LW	SE. 100 cycles
Dil16	Dillingen-Steinheim	Germany	SE3_Dil16_EXT1	SL11	SL11_4	16.25	yes	SL11_4_9	200	11	HiSeq_49_LW	SE. 100 cycles
Dil16	Dillingen-Steinheim	Germany	SE3_Dil16_EXT1	SL9	SL9_6	16.25	yes	SL9_6_10	200	11	HiSeq_50_LW	SE. 100 cycles
Dil16	Dillingen-Steinheim	Germany	SE3_Dil16_EXT1	SL9	SL9_6	16.25	yes	SL9_6_11	200	11	HiSeq_50_LW	SE. 100 cycles
Dil16	Dillingen-Steinheim	Germany	SE3_Dil16_EXT1	SL9	SL9_6	16.25	yes	SL9_6_12	200	11	HiSeq_50_LW	SE. 100 cycles
Dil16	Dillingen-Steinheim	Germany	SE3_Dil16_EXT1	SL9	SL9_6	16.25	yes	SL9_6_13	200	11	HiSeq_50_LW	SE. 100 cycles
Dil16	Dillingen-Steinheim	Germany	SE3_Dil16_EXT1	SL9	SL9_6	16.25	yes	SL9_6_2	200	11	HiSeq_50_LW	SE. 100 cycles
Dil16	Dillingen-Steinheim	Germany	SE3_Dil16_EXT1	SL9	SL9_6	16.25	yes	SL9_6_3	200	11	HiSeq_50_LW	SE. 100 cycles
Dil16	Dillingen-Steinheim	Germany	SE3_Dil16_EXT1	SL9	SL9_6	16.25	yes	SL9_6_4	200	11	HiSeq_50_LW	SE. 100 cycles
Dil16	Dillingen-Steinheim	Germany	SE3_Dil16_EXT1	SL9	SL9_6	16.25	yes	SL9_6_5	200	11	HiSeq_50_LW	SE. 100 cycles
Dil16	Dillingen-Steinheim	Germany	SE3_Dil16_EXT1	SL9	SL9_6	16.25	yes	SL9_6_7	200	11	HiSeq_49_LW	SE. 100 cycles
Dil16	Dillingen-Steinheim	Germany	SE3_Dil16_EXT1	SL9	SL9_6	16.25	yes	SL9_6_8	200	11	HiSeq_50_LW	SE. 100 cycles
Dil16	Dillingen-Steinheim	Germany	SE3_Dil16_EXT1	SL9	SL9_6	16.25	yes	SL9_6_9	200	11	HiSeq_50_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE2_Ess7_EDTA2	SL7	SL7_10	16.25	yes	SL7_10_1	200	11	HiSeq_38_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE2_Ess7_EDTA2	SL7	SL7_10	16.25	yes	SL7_10_10	200	11	HiSeq_38_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE2_Ess7_EDTA2	SL7	SL7_10	16.25	yes	SL7_10_11	200	11	HiSeq_38_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE2_Ess7_EDTA2	SL7	SL7_10	16.25	yes	SL7_10_12	200	11	HiSeq_38_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE2_Ess7_EDTA2	SL7	SL7_10	16.25	yes	SL7_10_2	200	11	HiSeq_38_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE2_Ess7_EDTA2	SL7	SL7_10	16.25	yes	SL7_10_3	200	11	HiSeq_38_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE2_Ess7_EDTA2	SL7	SL7_10	16.25	yes	SL7_10_4	200	11	HiSeq_38_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE2_Ess7_EDTA2	SL7	SL7_10	16.25	yes	SL7_10_5	200	11	HiSeq_38_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE2_Ess7_EDTA2	SL7	SL7_10	16.25	yes	SL7_10_6	200	11	HiSeq_38_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE2_Ess7_EDTA2	SL7	SL7_10	16.25	yes	SL7_10_7	200	11	HiSeq_38_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE2_Ess7_EDTA2	SL7	SL7_10	16.25	yes	SL7_10_8	200	11	HiSeq_38_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE2_Ess7_EDTA2	SL7	SL7_10	16.25	yes	SL7_10_9	200	11	HiSeq_38_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE2_Ess7_EXT1	SL11	SL11_3	16.25	yes	SL11_3_1	200	11	HiSeq_48_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE2_Ess7_EXT1	SL11	SL11_3	16.25	yes	SL11_3_10	200	11	HiSeq_46_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE2_Ess7_EXT1	SL11	SL11_3	16.25	yes	SL11_3_2	200	11	HiSeq_48_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE2_Ess7_EXT1	SL11	SL11_3	16.25	yes	SL11_3_3	200	11	HiSeq_47_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE2_Ess7_EXT1	SL11	SL11_3	16.25	yes	SL11_3_4	200	11	HiSeq_46_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE2_Ess7_EXT1	SL11	SL11_3	16.25	yes	SL11_3_5	200	11	HiSeq_46_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE2_Ess7_EXT1	SL11	SL11_3	16.25	yes	SL11_3_9	200	11	HiSeq_47_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE3_Ess7_EDTA2	SL11	SL11_2	16.25	yes	SL11_2_1	200	11	HiSeq_48_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE3_Ess7_EDTA2	SL11	SL11_2	16.25	yes	SL11_2_10	200	11	HiSeq_47_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE3_Ess7_EDTA2	SL11	SL11_2	16.25	yes	SL11_2_11	200	11	HiSeq_48_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE3_Ess7_EDTA2	SL11	SL11_2	16.25	yes	SL11_2_12	200	11	HiSeq_47_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE3_Ess7_EDTA2	SL11	SL11_2	16.25	yes	SL11_2_13	200	11	HiSeq_48_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE3_Ess7_EDTA2	SL11	SL11_2	16.25	yes	SL11_2_2	200	11	HiSeq_48_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE3_Ess7_EDTA2	SL11	SL11_2	16.25	yes	SL11_2_3	200	11	HiSeq_47_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE3_Ess7_EDTA2	SL11	SL11_2	16.25	yes	SL11_2_4	200	11	HiSeq_46_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE3_Ess7_EDTA2	SL11	SL11_2	16.25	yes	SL11_2_5	200	11	HiSeq_48_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE3_Ess7_EDTA2	SL11	SL11_2	16.25	yes	SL11_2_6	200	11	HiSeq_48_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE3_Ess7_EDTA2	SL11	SL11_2	16.25	yes	SL11_2_7	200	11	HiSeq_48_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE3_Ess7_EDTA2	SL11	SL11_2	16.25	yes	SL11_2_8	200	11	HiSeq_48_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE3_Ess7_EDTA2	SL11	SL11_2	16.25	yes	SL11_2_9	200	11	HiSeq_48_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE3_Ess7_EDTA2	SL9	SL9_10	16.25	yes	SL9_10_10	200	11	HiSeq_47_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE3_Ess7_EDTA2	SL9	SL9_10	16.25	yes	SL9_10_11	200	11	HiSeq_48_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE3_Ess7_EDTA2	SL9	SL9_10	16.25	yes	SL9_10_12	200	11	HiSeq_48_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE3_Ess7_EDTA2	SL9	SL9_10	16.25	yes	SL9_10_13	200	11	HiSeq_47_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE3_Ess7_EDTA2	SL9	SL9_10	16.25	yes	SL9_10_2	200	11	HiSeq_47_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE3_Ess7_EDTA2	SL9	SL9_10	16.25	yes	SL9_10_3	200	11	HiSeq_46_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE3_Ess7_EDTA2	SL9	SL9_10	16.25	yes	SL9_10_4	200	11	HiSeq_48_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE3_Ess7_EDTA2	SL9	SL9_10	16.25	yes	SL9_10_5	200	11	HiSeq_47_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE3_Ess7_EDTA2	SL9	SL9_10	16.25	yes	SL9_10_6	200	11	HiSeq_46_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE3_Ess7_EDTA2	SL9	SL9_10	16.25	yes	SL9_10_7	200	11	HiSeq_48_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE3_Ess7_EDTA2	SL9	SL9_10	16.25	yes	SL9_10_8	200	11	HiSeq_48_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE3_Ess7_EDTA2	SL9	SL9_10	16.25	yes	SL9_10_9	200	11	HiSeq_46_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE3_Ess7_EXT1	SL11	SL11_1	16.25	yes	SL11_1_1	200	11	HiSeq_47_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE3_Ess7_EXT1	SL11	SL11_1	16.25	yes	SL11_1_10	200	11	HiSeq_48_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE3_Ess7_EXT1	SL11	SL11_1	16.25	yes	SL11_1_11	200	11	HiSeq_47_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE3_Ess7_EXT1	SL11	SL11_1	16.25	yes	SL11_1_12	200	11	HiSeq_48_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE3_Ess7_EXT1	SL11	SL11_1	16.25	yes	SL11_1_13	200	11	HiSeq_47_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE3_Ess7_EXT1	SL11	SL11_1	16.25	yes	SL11_1_2	200	11	HiSeq_48_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE3_Ess7_EXT1	SL11	SL11_1	16.25	yes	SL11_1_3	200	11	HiSeq_47_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE3_Ess7_EXT1	SL11	SL11_1	16.25	yes	SL11_1_4	200	11	HiSeq_47_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE3_Ess7_EXT1	SL11	SL11_1	16.25	yes	SL11_1_5	200	11	HiSeq_47_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE3_Ess7_EXT1	SL11	SL11_1	16.25	yes	SL11_1_6	200	11	HiSeq_47_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE3_Ess7_EXT1	SL11	SL11_1	16.25	yes	SL11_1_7	200	11	HiSeq_47_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE3_Ess7_EXT1	SL11	SL11_1	16.25	yes	SL11_1_8	200	11	HiSeq_47_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE3_Ess7_EXT1	SL11	SL11_1	16.25	yes	SL11_1_9	200	11	HiSeq_47_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE3_Ess7_EXT1	SL9	SL9_9	16.25	yes	SL9_9_10	200	11	HiSeq_46_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE3_Ess7_EXT1	SL9	SL9_9	16.25	yes	SL9_9_11	200	11	HiSeq_46_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE3_Ess7_EXT1	SL9	SL9_9	16.25	yes	SL9_9_12	200	11	HiSeq_46_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE3_Ess7_EXT1	SL9	SL9_9	16.25	yes	SL9_9_13	200	11	HiSeq_46_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE3_Ess7_EXT1	SL9	SL9_9	16.25	yes	SL9_9_2	200	11	HiSeq_46_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE3_Ess7_EXT1	SL9	SL9_9	16.25	yes	SL9_9_3	200	11	HiSeq_46_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE3_Ess7_EXT1	SL9	SL9_9	16.25	yes	SL9_9_4	200	11	HiSeq_46_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE3_Ess7_EXT1	SL9	SL9_9	16.25	yes	SL9_9_5	200	11	HiSeq_46_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE3_Ess7_EXT1	SL9	SL9_9	16.25	yes	SL9_9_6	200	11	HiSeq_46_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE3_Ess7_EXT1	SL9	SL9_9	16.25	yes	SL9_9_7	200	11	HiSeq_46_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE3_Ess7_EXT1	SL9	SL9_9	16.25	yes	SL9_9_8	200	11	HiSeq_46_LW	SE. 100 cycles
Ess7	Essenbach Ammerbreite	Germany	SE3_Ess7_EXT1	SL9	SL9_9	16.25	yes	SL9_9_9	200	11	HiSeq_46_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE1_281-19-6_EDTA2	SL2	SL2_13	16.25	yes	SL2_13_10	200	11	HiSeq_18_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE1_281-19-6_EDTA2	SL2	SL2_13	16.25	yes	SL2_13_11	200	11	HiSeq_17_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE1_281-19-6_EDTA2	SL2	SL2_13	16.25	yes	SL2_13_12	200	11	HiSeq_17_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE1_281-19-6_EDTA2	SL2	SL2_13	16.25	yes	SL2_13_13	200	11	HiSeq_17_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE1_281-19-6_EDTA2	SL2	SL2_13	16.25	yes	SL2_13_2	200	11	HiSeq_17_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE1_281-19-6_EDTA2	SL2	SL2_13	16.25	yes	SL2_13_3	200	11	HiSeq_17_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE1_281-19-6_EDTA2	SL2	SL2_13	16.25	yes	SL2_13_4	200	11	HiSeq_17_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE1_281-19-6_EDTA2	SL2	SL2_13	16.25	yes	SL2_13_5	200	11	HiSeq_18_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE1_281-19-6_EDTA2	SL2	SL2_13	16.25	yes	SL2_13_6	200	11	HiSeq_18_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE1_281-19-6_EDTA2	SL2	SL2_13	16.25	yes	SL2_13_7	200	11	HiSeq_17_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE1_281-19-6_EDTA2	SL2	SL2_13	16.25	yes	SL2_13_8	200	11	HiSeq_17_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE1_281-19-6_EDTA2	SL2	SL2_13	16.25	yes	SL2_13_9	200	11	HiSeq_17_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE1_281-19-6_EDTA2	SL3	SL3_1	16.25	yes	SL3_1	200	11	HiSeq_17_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE1_281-19-6_EDTA2	SL3	SL3_1	16.25	yes	SL3_1_10	200	11	HiSeq_18_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE1_281-19-6_EDTA2	SL3	SL3_1	16.25	yes	SL3_1_11	200	11	HiSeq_18_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE1_281-19-6_EDTA2	SL3	SL3_1	16.25	yes	SL3_1_12	200	11	HiSeq_18_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE1_281-19-6_EDTA2	SL3	SL3_1	16.25	yes	SL3_1_13	200	11	HiSeq_18_LW	SE. 100 cycles
Herx	Herxheim	Germany	SE1_281-19-6_EDTA2	SL3	SL3_1	16.25	yes	SL3_1_2	200	11	HiSeq_18_LW	SE. 100 cycles
